conv_parameters,occurrences,models
1 16 260 260 64 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 144 56 56 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mobilenet_v2 efficientnet_b0
1 144 56 56 144 3 3 1 1 1 1 1 1 1 1 144 0 0,2,mobilenet_v2 efficientnet_b0
1 144 28 28 144 3 3 1 1 1 1 1 1 1 1 9 0 0,2,regnet_y_800mf
1 4 1 1 16 1 1 0 0 0 0 1 1 1 1 1 0 1,2,efficientnet_b1 efficientnet_b2
1 16 1 1 4 1 1 0 0 0 0 1 1 1 1 1 0 1,2,efficientnet_b1 efficientnet_b2
1 1152 7 7 320 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b0 mnasnet1_0
1 24 14 14 64 3 3 1 1 1 1 1 1 1 1 1 0 0,2,googlenet
1 512 14 14 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,googlenet
1 512 14 14 112 1 1 0 0 0 0 1 1 1 1 1 0 0,2,googlenet
1 2048 65 65 256 3 3 12 12 12 12 1 1 12 12 1 0 0,2,deeplabv3_resnet101 deeplabv3_resnet50
1 512 38 38 512 3 3 1 1 1 1 1 1 1 1 1 0 1,2,ssd300_vgg16
1 240 30 30 40 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b1
1 240 30 30 240 5 5 2 2 2 2 1 1 1 1 240 0 0,2,efficientnet_b1
1 26 1 1 104 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_400mf
1 104 1 1 26 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_400mf
1 104 28 28 104 3 3 1 1 1 1 1 1 1 1 13 0 0,2,regnet_y_400mf
1 56 28 28 168 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet1_3
1 96 56 56 32 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet1_3
1 96 56 56 96 3 3 1 1 1 1 1 1 1 1 96 0 0,2,mnasnet1_3
1 192 28 28 192 3 3 1 1 1 1 1 1 1 1 192 0 0,2,mobilenet_v2
1 128 14 14 768 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet1_3
1 184 14 14 80 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mobilenet_v3_large
1 184 14 14 184 3 3 1 1 1 1 1 1 1 1 184 0 0,2,mobilenet_v3_large
1 80 14 14 184 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mobilenet_v3_large
1 48 13 13 192 3 3 1 1 1 1 1 1 1 1 1 0 1,2,squeezenet1_1
1 48 13 13 192 1 1 0 0 0 0 1 1 1 1 1 0 1,2,squeezenet1_1
1 704 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet121 densenet169
1 672 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet121 densenet169
1 640 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet121 densenet169
1 96 56 56 192 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet161 regnet_x_3_2gf
1 3456 17 17 576 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b6
1 144 1 1 3456 1 1 0 0 0 0 1 1 1 1 1 0 1,2,efficientnet_b6
1 176 28 28 176 3 3 1 1 1 1 2 2 1 1 176 0 0,2,shufflenet_v2_x1_5
1 1056 15 15 304 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_v2_m efficientnet_b5
1 488 14 14 488 3 3 1 1 1 1 2 2 1 1 488 0 0,2,shufflenet_v2_x2_0
1 480 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet161 googlenet
1 244 28 28 244 3 3 1 1 1 1 2 2 1 1 244 0 0,2,shufflenet_v2_x2_0
1 512 13 13 1000 1 1 0 0 0 0 1 1 1 1 1 0 1,2,squeezenet1_0 squeezenet1_1
1 512 13 13 64 1 1 0 0 0 0 1 1 1 1 1 0 1,2,squeezenet1_0 squeezenet1_1
1 48 27 27 192 3 3 1 1 1 1 1 1 1 1 1 0 1,2,squeezenet1_0
1 48 27 27 192 1 1 0 0 0 0 1 1 1 1 1 0 1,2,squeezenet1_0
1 256 27 27 32 1 1 0 0 0 0 1 1 1 1 1 0 1,2,squeezenet1_0 squeezenet1_1
1 256 75 75 256 3 3 1 1 1 1 1 1 1 1 1 0 1,2,ssd300_vgg16
1 72 28 28 40 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mobilenet_v3_large mnasnet1_0
1 624 14 14 104 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet1_3
1 624 14 14 624 5 5 2 2 2 2 1 1 1 1 624 0 0,2,mnasnet1_3
1 168 28 28 56 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet1_3
1 168 28 28 168 5 5 2 2 2 2 1 1 1 1 168 0 0,2,mnasnet1_3
1 480 33 33 112 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 192 28 28 384 2 2 0 0 0 0 2 2 1 1 1 0 1,2,convnext_small convnext_tiny
1 96 56 56 192 2 2 0 0 0 0 2 2 1 1 1 0 1,2,convnext_small convnext_tiny
1 200 33 33 80 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 96 14 14 96 3 3 1 1 1 1 2 2 1 1 96 0 0,2,shufflenet_v2_x0_5
1 48 28 28 48 3 3 1 1 1 1 2 2 1 1 48 0 0,2,shufflenet_v2_x0_5
1 16 55 55 64 3 3 1 1 1 1 1 1 1 1 1 0 1,2,squeezenet1_1
1 16 55 55 64 1 1 0 0 0 0 1 1 1 1 1 0 1,2,squeezenet1_1
1 32 264 264 32 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b6
1 32 264 264 32 3 3 1 1 1 1 1 1 1 1 32 0 0,2,efficientnet_b6
1 64 1 1 240 1 1 0 0 0 0 1 1 1 1 1 0 1,2,mobilenet_v3_small
1 672 33 33 160 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 672 33 33 672 5 5 4 4 4 4 1 1 2 2 672 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 672 33 33 112 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 116 28 28 116 3 3 1 1 1 1 2 2 1 1 116 0 0,2,shufflenet_v2_x1_0
1 352 14 14 352 3 3 1 1 1 1 2 2 1 1 352 0 0,2,shufflenet_v2_x1_5
1 256 7 7 819 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 256 13 13 819 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 256 25 25 819 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 256 50 50 819 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 48 56 56 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_75 mnasnet1_0
1 48 112 112 48 3 3 1 1 1 1 2 2 1 1 48 0 0,2,mnasnet0_75 mnasnet1_0
1 16 112 112 48 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_75 mnasnet1_0
1 72 14 14 432 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_75
1 384 14 14 384 5 5 2 2 2 2 1 1 1 1 384 0 0,2,mnasnet0_75
1 864 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet121 densenet169
1 800 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet121 densenet169
1 768 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet121 densenet169
1 736 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet121 densenet169
1 16 54 54 64 3 3 1 1 1 1 1 1 1 1 1 0 1,2,squeezenet1_0
1 16 54 54 64 1 1 0 0 0 0 1 1 1 1 1 0 1,2,squeezenet1_0
1 672 33 33 672 3 3 1 1 1 1 1 1 1 1 672 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 1024 7 7 1024 3 3 1 1 1 1 1 1 1 1 32 0 0,2,resnext50_32x4d
1 72 112 112 72 3 3 1 1 1 1 2 2 1 1 3 0 0,2,regnet_y_3_2gf regnet_x_1_6gf
1 32 112 112 72 1 1 0 0 0 0 1 1 1 1 1 0 0,2,regnet_y_3_2gf regnet_x_1_6gf
1 32 112 112 72 1 1 0 0 0 0 2 2 1 1 1 0 0,2,regnet_y_3_2gf regnet_x_1_6gf
1 80 33 33 480 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 72 65 65 40 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 32 28 28 96 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_75
1 256 7 7 36 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 256 13 13 36 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 232 14 14 232 3 3 1 1 1 1 2 2 1 1 232 0 0,2,shufflenet_v2_x1_0
1 1824 15 15 512 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_v2_m efficientnet_b5
1 72 56 56 72 3 3 1 1 1 1 1 1 1 1 3 0 0,2,regnet_y_3_2gf regnet_x_1_6gf
1 24 228 228 24 3 3 1 1 1 1 1 1 1 1 24 0 0,2,efficientnet_b5
1 256 25 25 36 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 256 50 50 36 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 256 100 100 36 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 64 112 112 64 3 3 1 1 1 1 2 2 1 1 4 0 0,2,regnet_x_800mf regnet_y_800mf
1 32 112 112 64 1 1 0 0 0 0 1 1 1 1 1 0 0,2,regnet_x_800mf regnet_y_800mf
1 32 112 112 64 1 1 0 0 0 0 2 2 1 1 1 0 0,2,regnet_x_800mf regnet_y_800mf
1 1152 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1120 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1088 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1056 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 288 7 7 96 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_5 mobilenet_v3_small
1 288 14 14 288 5 5 2 2 2 2 2 2 1 1 288 0 0,2,mnasnet0_5 mobilenet_v3_small
1 192 14 14 64 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_75 mobilenet_v2
1 96 28 28 32 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_75
1 96 28 28 96 5 5 2 2 2 2 1 1 1 1 96 0 0,2,mnasnet0_75
1 2048 7 7 2048 3 3 1 1 1 1 1 1 1 1 32 0 0,2,resnext101_32x8d
1 1024 14 14 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,2,resnext101_64x4d resnext101_32x8d
1 24 228 228 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b5
1 256 100 100 819 3 3 1 1 1 1 1 1 1 1 1 0 1,2,retinanet_resnet50_fpn retinanet_resnet50_fpn_v2
1 1376 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1344 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1312 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1280 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1120 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1088 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 72 28 28 72 5 5 2 2 2 2 1 1 1 1 72 0 0,2,mnasnet0_5
1 24 28 28 72 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_5
1 48 56 56 16 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_5
1 48 56 56 48 3 3 1 1 1 1 1 1 1 1 48 0 0,2,mnasnet0_5
1 24 192 192 24 3 3 1 1 1 1 1 1 1 1 1 0 0,2,efficientnet_v2_s
1 576 7 7 160 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mnasnet0_5 mobilenet_v2
1 2048 7 7 2048 3 3 1 1 1 1 1 1 1 1 64 0 0,2,resnext101_64x4d
1 480 10 10 480 3 3 1 1 1 1 1 1 1 1 480 0 0,2,ssdlite320_mobilenet_v3_large
1 480 33 33 480 3 3 1 1 1 1 1 1 1 1 480 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 128 28 28 128 3 3 1 1 1 1 1 1 1 1 8 0 0,2,regnet_x_800mf
1 16 160 160 16 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 16 160 160 16 3 3 1 1 1 1 1 1 1 1 16 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 3 320 320 16 3 3 1 1 1 1 2 2 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 2048 65 65 256 1 1 0 0 0 0 1 1 1 1 1 0 0,2,deeplabv3_resnet101 deeplabv3_resnet50
1 1056 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1024 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1248 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1216 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1184 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 288 38 38 48 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b3
1 288 38 38 288 5 5 2 2 2 2 1 1 1 1 288 0 0,2,efficientnet_b3
1 1536 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1504 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1472 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1440 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1408 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 192 75 75 192 3 3 1 1 1 1 1 1 1 1 192 0 0,2,efficientnet_b3
1 56 1 1 448 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_8gf regnet_y_16gf
1 448 1 1 56 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_8gf regnet_y_16gf
1 224 56 56 448 1 1 0 0 0 0 1 1 1 1 1 0 0,2,regnet_y_8gf regnet_y_16gf
1 224 56 56 448 1 1 0 0 0 0 2 2 1 1 1 0 0,2,regnet_y_8gf regnet_y_16gf
1 56 1 1 224 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_8gf regnet_y_16gf
1 224 1 1 56 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_8gf regnet_y_16gf
1 8 1 1 224 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_8gf regnet_y_16gf
1 224 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_8gf regnet_y_16gf
1 32 112 112 224 1 1 0 0 0 0 1 1 1 1 1 0 0,2,regnet_y_8gf regnet_y_16gf
1 32 112 112 224 1 1 0 0 0 0 2 2 1 1 1 0 0,2,regnet_y_8gf regnet_y_16gf
1 2048 7 7 512 1 1 0 0 0 0 1 1 1 1 1 0 1,2,maxvit_t
1 128 1 1 2048 1 1 0 0 0 0 1 1 1 1 1 0 1,2,maxvit_t
1 2048 1 1 128 1 1 0 0 0 0 1 1 1 1 1 0 1,2,maxvit_t
1 64 160 160 64 3 3 1 1 1 1 2 2 1 1 64 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 16 160 160 64 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 64 80 80 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 960 10 10 160 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_320_fpn
1 960 10 10 960 5 5 2 2 2 2 1 1 1 1 960 0 0,2,fasterrcnn_mobilenet_v3_large_320_fpn
1 672 20 20 672 5 5 2 2 2 2 2 2 1 1 672 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 672 20 20 112 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 480 20 20 112 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 200 20 20 80 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 200 20 20 200 3 3 1 1 1 1 1 1 1 1 200 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 80 20 20 200 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 240 20 20 80 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 240 40 40 240 3 3 1 1 1 1 2 2 1 1 240 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 40 40 40 240 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 72 40 40 40 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 72 80 80 72 5 5 2 2 2 2 2 2 1 1 72 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 16 112 112 16 3 3 1 1 1 1 1 1 1 1 16 0 0,2,mnasnet0_5 mobilenet_v3_large
1 192 75 75 32 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b3
1 32 112 112 48 1 1 0 0 0 0 2 2 1 1 1 0 0,2,regnet_y_1_6gf regnet_y_400mf
1 288 36 36 48 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b2
1 8 1 1 48 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_1_6gf regnet_y_400mf
1 48 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_1_6gf regnet_y_400mf
1 512 28 28 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,2,resnext101_64x4d resnext101_32x8d
1 256 14 14 512 1 1 0 0 0 0 2 2 1 1 1 0 0,2,resnet18 resnet34
1 256 14 14 512 3 3 1 1 1 1 2 2 1 1 1 0 0,2,resnet18 resnet34
1 128 28 28 256 1 1 0 0 0 0 2 2 1 1 1 0 0,2,resnet18 resnet34
1 128 28 28 256 3 3 1 1 1 1 2 2 1 1 1 0 0,2,resnet18 resnet34
1 64 56 56 128 3 3 1 1 1 1 2 2 1 1 1 0 0,2,resnet18 resnet34
1 24 200 200 72 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 448 8 8 384 3 3 1 1 1 1 1 1 1 1 1 0 0,2,inception_v3
1 512 28 28 128 1 1 0 0 0 0 1 1 1 1 1 0 1,2,maxvit_t
1 256 56 56 64 1 1 0 0 0 0 1 1 1 1 1 0 1,2,maxvit_t
1 72 80 80 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 72 80 80 72 3 3 1 1 1 1 1 1 1 1 72 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 144 72 72 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b2
1 144 72 72 144 3 3 1 1 1 1 1 1 1 1 144 0 0,2,efficientnet_b2
1 96 112 112 96 3 3 1 1 1 1 2 2 1 1 96 0 0,2,mobilenet_v2 efficientnet_b0
1 16 112 112 96 1 1 0 0 0 0 1 1 1 1 1 0 0,2,mobilenet_v2 efficientnet_b0
1 192 35 35 64 1 1 0 0 0 0 1 1 1 1 1 0 0,2,inception_v3
1 160 17 17 192 1 7 3 3 0 0 1 1 1 1 1 0 0,2,inception_v3
1 160 17 17 192 7 1 0 0 3 3 1 1 1 1 1 0 0,2,inception_v3
1 128 17 17 128 7 1 0 0 3 3 1 1 1 1 1 0 0,2,inception_v3
1 256 28 28 91 1 1 0 0 0 0 1 1 1 1 1 0 1,2,maskrcnn_resnet50_fpn_v2 maskrcnn_resnet50_fpn
1 480 20 20 480 3 3 1 1 1 1 1 1 1 1 480 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 80 20 20 480 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large fasterrcnn_mobilenet_v3_large_320_fpn
1 1024 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1632 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1600 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1568 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 32 112 112 48 1 1 0 0 0 0 1 1 1 1 1 0 0,2,regnet_y_1_6gf regnet_y_400mf
1 1184 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1152 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 144 60 60 24 1 1 0 0 0 0 1 1 1 1 1 0 0,2,efficientnet_b1
1 144 60 60 144 3 3 1 1 1 1 1 1 1 1 144 0 0,2,efficientnet_b1
1 1152 7 7 1152 3 3 1 1 1 1 1 1 1 1 1152 0 0,2,efficientnet_b0 mnasnet1_0
1 1280 65 65 256 1 1 0 0 0 0 1 1 1 1 1 0 0,2,deeplabv3_resnet101 deeplabv3_resnet50
1 2048 1 1 256 1 1 0 0 0 0 1 1 1 1 1 0 0,2,deeplabv3_resnet101 deeplabv3_resnet50
1 2048 65 65 256 3 3 36 36 36 36 1 1 36 36 1 0 0,2,deeplabv3_resnet101 deeplabv3_resnet50
1 2048 65 65 256 3 3 24 24 24 24 1 1 24 24 1 0 0,2,deeplabv3_resnet101 deeplabv3_resnet50
1 256 10 10 60 1 1 0 0 0 0 1 1 1 1 1 0 1,2,fasterrcnn_mobilenet_v3_large_320_fpn
1 256 10 10 15 1 1 0 0 0 0 1 1 1 1 1 0 1,2,fasterrcnn_mobilenet_v3_large_320_fpn
1 112 50 50 672 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 184 50 50 80 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 184 50 50 184 3 3 1 1 1 1 1 1 1 1 184 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 80 50 50 184 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 288 36 36 288 5 5 2 2 2 2 1 1 1 1 288 0 0,2,efficientnet_b2
1 36 1 1 144 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_800mf
1 144 1 1 36 1 1 0 0 0 0 1 1 1 1 1 0 1,2,regnet_y_800mf
1 240 28 28 240 3 3 1 1 1 1 2 2 1 1 240 0 0,2,mobilenet_v3_large efficientnet_b0
1 480 10 10 80 1 1 0 0 0 0 1 1 1 1 1 0 0,2,ssdlite320_mobilenet_v3_large
1 480 10 10 480 5 5 2 2 2 2 1 1 1 1 480 0 0,2,ssdlite320_mobilenet_v3_large
1 120 100 100 40 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 120 100 100 120 5 5 2 2 2 2 1 1 1 1 120 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 40 100 100 120 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 256 25 25 60 1 1 0 0 0 0 1 1 1 1 1 0 1,2,fasterrcnn_mobilenet_v3_large_fpn
1 256 25 25 15 1 1 0 0 0 0 1 1 1 1 1 0 1,2,fasterrcnn_mobilenet_v3_large_fpn
1 960 25 25 160 1 1 0 0 0 0 1 1 1 1 1 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 960 25 25 960 5 5 2 2 2 2 1 1 1 1 960 0 0,2,fasterrcnn_mobilenet_v3_large_fpn
1 128 17 17 128 1 7 3 3 0 0 1 1 1 1 1 0 0,2,inception_v3
1 768 17 17 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,inception_v3
1 1248 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 1216 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,2,densenet201 densenet169
1 64 260 260 64 3 3 1 1 1 1 2 2 1 1 64 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 256 200 200 256 3 3 1 1 1 1 1 1 1 1 1 0 0,2,fasterrcnn_resnet50_fpn_v2 maskrcnn_resnet50_fpn_v2
1 240 65 65 240 3 3 1 1 1 1 2 2 1 1 240 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 40 65 65 240 1 1 0 0 0 0 1 1 1 1 1 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
1 128 1 1 128 3 3 1 1 1 1 1 1 1 1 128 0 0,2,ssdlite320_mobilenet_v3_large
1 256 2 2 256 3 3 1 1 1 1 1 1 1 1 256 0 0,2,ssdlite320_mobilenet_v3_large
1 72 130 130 72 5 5 2 2 2 2 2 2 1 1 72 0 0,2,lraspp_mobilenet_v3_large deeplabv3_mobilenet_v3_large
