conv_parameters,occurrences,models
1 144 72 72 144 5 5 2 2 2 2 2 2 1 1 144 0 0,1,efficientnet_b2
1 144 36 36 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b2
1 672 15 15 672 5 5 2 2 2 2 2 2 1 1 672 0 0,1,efficientnet_b1
1 672 8 8 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 32 112 112 232 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_32gf
1 32 112 112 232 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_32gf
1 232 112 112 232 3 3 1 1 1 1 2 2 1 1 1 0 0,1,regnet_y_32gf
1 232 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 8 1 1 232 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 232 56 56 232 3 3 1 1 1 1 1 1 1 1 1 0 0,1,regnet_y_32gf
1 232 1 1 58 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 58 1 1 232 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 18 1 1 72 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 72 56 56 216 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_3_2gf
1 72 56 56 216 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_3_2gf
1 216 56 56 216 3 3 1 1 1 1 2 2 1 1 9 0 0,1,regnet_y_3_2gf
1 216 1 1 18 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 18 1 1 216 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 696 1 1 58 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 58 1 1 696 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 696 28 28 1392 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_32gf
1 696 28 28 1392 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_32gf
1 1392 28 28 1392 3 3 1 1 1 1 2 2 1 1 6 0 0,1,regnet_y_32gf
1 1392 1 1 174 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 174 1 1 1392 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 1392 14 14 3712 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_32gf
1 888 7 7 888 3 3 1 1 1 1 1 1 1 1 37 0 0,1,regnet_y_1_6gf
1 888 1 1 222 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_1_6gf
1 3712 1 1 348 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 348 1 1 3712 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_32gf
1 1152 8 8 1152 3 3 1 1 1 1 1 1 1 1 1152 0 0,1,efficientnet_b1
1 1152 8 8 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 320 8 8 1920 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 1920 8 8 1920 3 3 1 1 1 1 1 1 1 1 1920 0 0,1,efficientnet_b1
1 1920 1 1 80 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b1
1 80 1 1 1920 1 1 0 0 0 0 1 1 1 1 1 0 1,1,efficientnet_b1
1 1920 8 8 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 320 8 8 1280 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 3 288 288 32 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_b2
1 144 60 60 144 5 5 2 2 2 2 2 2 1 1 144 0 0,1,efficientnet_b1
1 3712 7 7 3712 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_32gf
1 72 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 8 1 1 72 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 72 1 1 18 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 240 30 30 240 3 3 1 1 1 1 2 2 1 1 240 0 0,1,efficientnet_b1
1 240 15 15 80 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 480 15 15 480 5 5 2 2 2 2 1 1 1 1 480 0 0,1,efficientnet_b1
1 480 15 15 112 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 576 28 28 576 3 3 1 1 1 1 2 2 1 1 24 0 0,1,regnet_y_3_2gf
1 576 1 1 54 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 54 1 1 576 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 576 14 14 1512 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_3_2gf
1 576 14 14 1512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_3_2gf
1 1512 14 14 1512 3 3 1 1 1 1 2 2 1 1 63 0 0,1,regnet_y_3_2gf
1 1512 1 1 144 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 144 1 1 1512 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_3_2gf
1 1512 7 7 1512 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_3_2gf
1 48 112 112 48 3 3 1 1 1 1 2 2 1 1 6 0 0,1,regnet_y_400mf
1 1392 14 14 3712 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_32gf
1 3712 14 14 3712 3 3 1 1 1 1 2 2 1 1 16 0 0,1,regnet_y_32gf
1 64 56 56 144 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_800mf
1 64 56 56 144 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_800mf
1 144 56 56 144 3 3 1 1 1 1 2 2 1 1 9 0 0,1,regnet_y_800mf
1 48 56 56 104 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_400mf
1 48 56 56 104 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_400mf
1 104 56 56 104 3 3 1 1 1 1 2 2 1 1 13 0 0,1,regnet_y_400mf
1 104 1 1 12 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_400mf
1 12 1 1 104 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_400mf
1 104 28 28 208 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_400mf
1 104 28 28 208 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_400mf
1 208 28 28 208 3 3 1 1 1 1 2 2 1 1 26 0 0,1,regnet_y_400mf
1 208 1 1 26 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_400mf
1 26 1 1 208 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_400mf
1 216 28 28 576 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_3_2gf
1 216 28 28 576 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_3_2gf
1 144 30 30 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 208 14 14 440 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_400mf
1 208 14 14 440 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_400mf
1 672 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b0
1 3 240 240 32 3 3 1 1 1 1 2 2 1 1 1 0 0,1,efficientnet_b1
1 32 120 120 32 3 3 1 1 1 1 1 1 1 1 32 0 0,1,efficientnet_b1
1 32 120 120 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 16 120 120 16 3 3 1 1 1 1 1 1 1 1 16 0 0,1,efficientnet_b1
1 16 120 120 16 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 16 120 120 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 96 120 120 96 3 3 1 1 1 1 2 2 1 1 96 0 0,1,efficientnet_b1
1 96 60 60 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b1
1 440 14 14 440 3 3 1 1 1 1 2 2 1 1 55 0 0,1,regnet_y_400mf
1 440 1 1 52 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_400mf
1 52 1 1 440 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_400mf
1 64 1 1 8 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 8 1 1 64 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 144 1 1 16 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 16 1 1 144 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 144 56 56 144 5 5 2 2 2 2 2 2 1 1 144 0 0,1,efficientnet_b0
1 144 28 28 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b0
1 240 28 28 240 5 5 2 2 2 2 1 1 1 1 240 0 0,1,efficientnet_b0
1 240 28 28 40 1 1 0 0 0 0 1 1 1 1 1 0 0,1,efficientnet_b0
1 1792 14 14 896 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1664 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1696 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1728 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 144 28 28 320 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_800mf
1 144 28 28 320 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_800mf
1 320 28 28 320 3 3 1 1 1 1 2 2 1 1 20 0 0,1,regnet_y_800mf
1 320 1 1 36 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 36 1 1 320 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 320 14 14 784 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_800mf
1 224 1 1 2016 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_8gf
1 2016 7 7 2016 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_8gf
1 320 14 14 784 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_800mf
1 784 14 14 784 3 3 1 1 1 1 2 2 1 1 49 0 0,1,regnet_y_800mf
1 784 1 1 80 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 80 1 1 784 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 784 7 7 784 3 3 1 1 1 1 1 1 1 1 49 0 0,1,regnet_y_800mf
1 784 1 1 196 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 196 1 1 784 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_800mf
1 224 112 112 224 3 3 1 1 1 1 2 2 1 1 4 0 0,1,regnet_y_8gf
1 224 56 56 224 3 3 1 1 1 1 1 1 1 1 4 0 0,1,regnet_y_8gf
1 448 56 56 448 3 3 1 1 1 1 2 2 1 1 8 0 0,1,regnet_y_8gf
1 448 28 28 896 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_8gf
1 448 28 28 896 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_8gf
1 896 28 28 896 3 3 1 1 1 1 2 2 1 1 16 0 0,1,regnet_y_8gf
1 896 1 1 112 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_8gf
1 1696 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1728 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1760 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1760 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1792 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1824 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1856 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1888 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1280 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1312 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1344 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1376 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 896 14 14 2016 1 1 0 0 0 0 2 2 1 1 1 0 0,1,regnet_y_8gf
1 896 14 14 2016 1 1 0 0 0 0 1 1 1 1 1 0 0,1,regnet_y_8gf
1 2016 14 14 2016 3 3 1 1 1 1 2 2 1 1 36 0 0,1,regnet_y_8gf
1 2016 1 1 224 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_8gf
1 1440 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 2064 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 2112 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 2160 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 512 56 56 512 3 3 1 1 1 1 2 2 1 1 32 0 0,1,resnext101_32x8d
1 1024 28 28 1024 3 3 1 1 1 1 2 2 1 1 32 0 0,1,resnext101_32x8d
1 112 1 1 896 1 1 0 0 0 0 1 1 1 1 1 0 1,1,regnet_y_8gf
1 1408 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1440 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1472 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1504 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1536 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1568 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1600 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1632 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1664 14 14 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet201
1 1872 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1920 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1968 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 2016 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1680 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1728 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1776 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1824 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 512 56 56 512 3 3 1 1 1 1 2 2 1 1 64 0 0,1,resnext101_64x4d
1 1024 28 28 1024 3 3 1 1 1 1 2 2 1 1 64 0 0,1,resnext101_64x4d
1 2048 14 14 2048 3 3 1 1 1 1 2 2 1 1 64 0 0,1,resnext101_64x4d
1 256 56 56 256 3 3 1 1 1 1 2 2 1 1 32 0 0,1,resnext50_32x4d
1 1280 14 14 640 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet169
1 1296 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1344 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1392 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1200 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1248 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 912 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 960 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1008 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1056 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1024 14 14 1024 3 3 1 1 1 1 2 2 1 1 32 0 0,1,resnext50_32x4d
1 2048 14 14 2048 3 3 1 1 1 1 2 2 1 1 32 0 0,1,resnext101_32x8d
1 1488 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1536 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1584 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1632 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1680 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1728 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1776 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1824 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 232 14 14 232 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_0
1 464 7 7 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_0
1 24 56 56 88 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_5
1 2048 25 25 256 3 3 1 1 1 1 2 2 1 1 1 0 1,1,retinanet_resnet50_fpn_v2
1 24 56 56 24 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x0_5
1 48 28 28 48 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x0_5
1 96 14 14 96 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x0_5
1 512 28 28 512 3 3 1 1 1 1 2 2 1 1 32 0 0,1,resnext50_32x4d
1 1872 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1920 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1968 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 2016 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 2064 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 2112 14 14 1056 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1056 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1104 7 7 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1152 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1200 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1248 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1296 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1344 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1392 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1440 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1488 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1536 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1584 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 1632 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 624 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 672 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 720 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 768 28 28 384 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 116 28 28 116 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_0
1 96 54 54 16 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 128 54 54 16 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 128 54 54 32 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 32 54 54 128 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 88 56 56 88 3 3 1 1 1 1 2 2 1 1 88 0 0,1,shufflenet_v2_x1_5
1 176 28 28 176 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_5
1 352 14 14 352 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_5
1 704 7 7 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_5
1 24 28 28 122 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x2_0
1 24 56 56 122 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x2_0
1 122 56 56 122 3 3 1 1 1 1 2 2 1 1 122 0 0,1,shufflenet_v2_x2_0
1 192 7 7 1024 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x0_5
1 24 28 28 58 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_0
1 24 56 56 58 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x1_0
1 58 56 56 58 3 3 1 1 1 1 2 2 1 1 58 0 0,1,shufflenet_v2_x1_0
1 1104 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 432 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 528 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 576 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 624 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 672 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 720 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 768 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 816 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 864 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 144 56 56 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 192 56 56 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 240 56 56 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 288 56 56 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 488 14 14 488 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x2_0
1 976 7 7 2048 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x2_0
1 3 224 224 96 7 7 0 0 0 0 2 2 1 1 1 0 1,1,squeezenet1_0
1 384 13 13 48 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_1
1 384 13 13 64 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_1
1 3 300 300 64 3 3 1 1 1 1 1 1 1 1 1 0 1,1,ssd300_vgg16
1 64 300 300 64 3 3 1 1 1 1 1 1 1 1 1 0 1,1,ssd300_vgg16
1 64 150 150 128 3 3 1 1 1 1 1 1 1 1 1 0 1,1,ssd300_vgg16
1 128 150 150 128 3 3 1 1 1 1 1 1 1 1 1 0 1,1,ssd300_vgg16
1 128 75 75 256 3 3 1 1 1 1 1 1 1 1 1 0 1,1,ssd300_vgg16
1 32 54 54 128 3 3 1 1 1 1 1 1 1 1 1 0 1,1,squeezenet1_0
1 256 27 27 48 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 384 27 27 48 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 384 27 27 64 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 64 27 27 256 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_0
1 64 27 27 256 3 3 1 1 1 1 1 1 1 1 1 0 1,1,squeezenet1_0
1 3 224 224 64 3 3 0 0 0 0 2 2 1 1 1 0 1,1,squeezenet1_1
1 244 28 28 244 1 1 0 0 0 0 1 1 1 1 1 0 0,1,shufflenet_v2_x2_0
1 384 14 14 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 64 55 55 16 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_1
1 128 55 55 16 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_1
1 3 224 224 96 7 7 3 3 3 3 2 2 1 1 1 0 0,1,densenet161
1 336 56 56 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 384 56 56 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 240 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 288 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 336 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 384 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 432 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 480 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 528 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 576 28 28 192 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet161
1 608 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet121
1 128 27 27 32 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_1
1 256 13 13 48 1 1 0 0 0 0 1 1 1 1 1 0 1,1,squeezenet1_1
1 960 33 33 256 3 3 12 12 12 12 1 1 12 12 1 0 0,1,deeplabv3_mobilenet_v3_large
1 512 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet121
1 544 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet121
1 576 7 7 128 1 1 0 0 0 0 1 1 1 1 1 0 0,1,densenet121
1 1024 19 19 1024 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssd300_vgg16
1 1024 19 19 256 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssd300_vgg16
1 256 19 19 512 3 3 1 1 1 1 2 2 1 1 1 0 1,1,ssd300_vgg16
1 512 10 10 128 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssd300_vgg16
1 128 10 10 256 3 3 1 1 1 1 2 2 1 1 1 0 1,1,ssd300_vgg16
1 256 5 5 128 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssd300_vgg16
1 128 5 5 256 3 3 0 0 0 0 1 1 1 1 1 0 1,1,ssd300_vgg16
1 256 3 3 128 1 1 0 0 0 0 1 1 1 1 1 0 1,1,ssd300_vgg16
1 128 3 3 256 3 3 0 0 0 0 1 1 1 1 1 0 1,1,ssd300_vgg16
