conv_parameters,occurences,models
1 1024 28 28 128 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 384 28 28 1536 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1536 28 28 128 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 512 28 28 256 14 14 2 2 0 0 0 0 2 2 1 1 1 False True,1,rdnet_small
1 1024 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 128 1 1 128 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,33,rdnet_small rdnet_tiny
1 1536 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 2048 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 640 14 14 320 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1280 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1792 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 576 14 14 576 14 14 7 7 3 3 3 3 1 1 1 1 576 False True,1,rdnet_small
1 576 14 14 2304 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 2304 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 704 14 14 352 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 352 14 14 352 14 14 7 7 3 3 3 3 1 1 1 1 352 False True,1,rdnet_small
1 352 14 14 1408 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1408 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 480 14 14 480 14 14 7 7 3 3 3 3 1 1 1 1 480 False True,1,rdnet_small
1 480 14 14 1920 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1920 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 608 14 14 608 14 14 7 7 3 3 3 3 1 1 1 1 608 False True,1,rdnet_small
1 608 14 14 2432 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 2432 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 736 14 14 368 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 368 14 14 368 14 14 7 7 3 3 3 3 1 1 1 1 368 False True,1,rdnet_small
1 368 14 14 1472 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1472 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1984 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 2496 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 752 14 14 376 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 376 14 14 376 14 14 7 7 3 3 3 3 1 1 1 1 376 False True,3,rdnet_small
1 376 14 14 1504 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,3,rdnet_small
1 1504 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,3,rdnet_small
1 504 14 14 504 14 14 7 7 3 3 3 3 1 1 1 1 504 False True,3,rdnet_small
1 504 14 14 2016 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,3,rdnet_small
1 2016 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,3,rdnet_small
1 632 14 14 632 14 14 7 7 3 3 3 3 1 1 1 1 632 False True,3,rdnet_small
1 632 14 14 2528 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,3,rdnet_small
1 2528 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,3,rdnet_small
1 760 14 14 376 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,2,rdnet_small
1 760 14 14 376 7 7 2 2 0 0 0 0 2 2 1 1 1 False True,1,rdnet_small
1 376 7 7 376 7 7 7 7 3 3 3 3 1 1 1 1 376 False True,1,rdnet_small
1 376 7 7 1504 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1504 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 240 1 1 240 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,6,rdnet_small
1 616 7 7 616 7 7 7 7 3 3 3 3 1 1 1 1 616 False True,1,rdnet_small
1 616 7 7 2464 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 2464 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 856 7 7 856 7 7 7 7 3 3 3 3 1 1 1 1 856 False True,1,rdnet_small
1 856 7 7 3424 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 3424 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 1096 7 7 544 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 544 7 7 544 7 7 7 7 3 3 3 3 1 1 1 1 544 False True,1,rdnet_small
1 544 7 7 2176 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 2176 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 784 7 7 784 7 7 7 7 3 3 3 3 1 1 1 1 784 False True,1,rdnet_small
1 784 7 7 3136 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 3136 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 4096 7 7 240 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_small
1 512 56 56 64 56 56 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 192 56 56 768 56 56 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 768 56 56 64 56 56 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 256 56 56 128 28 28 2 2 0 0 0 0 2 2 1 1 1 False True,1,rdnet_tiny
1 512 28 28 104 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 232 28 28 232 28 28 7 7 3 3 3 3 1 1 1 1 232 False True,1,rdnet_tiny
1 232 28 28 928 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 928 28 28 104 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 336 28 28 336 28 28 7 7 3 3 3 3 1 1 1 1 336 False True,1,rdnet_tiny
1 336 28 28 1344 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1344 28 28 104 28 28 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 440 28 28 216 14 14 2 2 0 0 0 0 2 2 1 1 1 False True,1,rdnet_tiny
1 216 14 14 216 14 14 7 7 3 3 3 3 1 1 1 1 216 False True,1,rdnet_tiny
1 216 14 14 864 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 864 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 344 14 14 344 14 14 7 7 3 3 3 3 1 1 1 1 344 False True,1,rdnet_tiny
1 344 14 14 1376 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1376 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1888 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 600 14 14 296 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 296 14 14 296 14 14 7 7 3 3 3 3 1 1 1 1 296 False True,1,rdnet_tiny
1 296 14 14 1184 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1184 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 424 14 14 424 14 14 7 7 3 3 3 3 1 1 1 1 424 False True,1,rdnet_tiny
1 424 14 14 1696 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1696 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 552 14 14 552 14 14 7 7 3 3 3 3 1 1 1 1 552 False True,1,rdnet_tiny
1 552 14 14 2208 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 2208 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 680 14 14 336 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 336 14 14 336 14 14 7 7 3 3 3 3 1 1 1 1 336 False True,1,rdnet_tiny
1 336 14 14 1344 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1344 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 464 14 14 464 14 14 7 7 3 3 3 3 1 1 1 1 464 False True,1,rdnet_tiny
1 464 14 14 1856 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1856 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 2368 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 720 14 14 360 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 360 14 14 360 14 14 7 7 3 3 3 3 1 1 1 1 360 False True,1,rdnet_tiny
1 360 14 14 1440 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1440 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1952 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 2464 14 14 128 14 14 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 744 14 14 368 7 7 2 2 0 0 0 0 2 2 1 1 1 False True,1,rdnet_tiny
1 368 7 7 368 7 7 7 7 3 3 3 3 1 1 1 1 368 False True,1,rdnet_tiny
1 368 7 7 1472 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 1472 7 7 224 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 592 7 7 592 7 7 7 7 3 3 3 3 1 1 1 1 592 False True,1,rdnet_tiny
1 592 7 7 2368 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 2368 7 7 224 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 816 7 7 816 7 7 7 7 3 3 3 3 1 1 1 1 816 False True,1,rdnet_tiny
1 816 7 7 3264 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 3264 7 7 224 7 7 1 1 0 0 0 0 1 1 1 1 1 False True,1,rdnet_tiny
1 128 112 112 128 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 128 56 56 128 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 128 56 56 192 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 192 56 56 192 28 28 3 3 1 1 1 1 2 2 1 1 3 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 192 1 1 32 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 32 1 1 192 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 192 28 28 192 28 28 3 3 1 1 1 1 1 1 1 1 3 False False,15,regnety_040_sgn regnetv_040 regnety_040
1 192 28 28 512 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,11,regnety_040 regnetv_040 resnest50d_1s4x24d regnety_040_sgn res2net50_48w_2s
1 512 28 28 512 14 14 3 3 1 1 1 1 2 2 1 1 8 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 512 1 1 48 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 48 1 1 512 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 192 28 28 512 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 512 14 14 512 14 14 3 3 1 1 1 1 1 1 1 1 8 False False,33,regnety_040_sgn regnetv_040 regnety_040
1 512 14 14 1088 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 1088 14 14 1088 7 7 3 3 1 1 1 1 2 2 1 1 17 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 1088 1 1 128 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 128 1 1 1088 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 1088 7 7 1088 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,9,regnety_040_sgn regnetv_040 regnety_040
1 512 14 14 1088 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 1088 7 7 1088 7 7 3 3 1 1 1 1 1 1 1 1 17 False False,3,regnety_040_sgn regnetv_040 regnety_040
1 1088 1 1 272 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 272 1 1 1088 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,3,regnety_040_sgn regnetv_040 regnety_040
1 32 112 112 144 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetv_064 regnety_064
1 144 112 112 144 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,2,regnetv_064 regnety_064
1 144 1 1 8 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 8 1 1 144 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 144 56 56 144 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,6,regnetv_064 regnety_064
1 32 56 56 144 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetv_064
1 144 56 56 144 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,2,regnetv_064 regnety_064
1 144 1 1 36 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,regnetv_064 regnety_008_tv regnety_064
1 36 1 1 144 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,4,regnetv_064 regnety_008_tv regnety_064
1 144 56 56 288 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetv_064 regnety_064
1 288 56 56 288 28 28 3 3 1 1 1 1 2 2 1 1 4 False False,2,regnetv_064 regnety_064
1 288 1 1 36 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 36 1 1 288 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 288 28 28 288 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,26,regnetv_064 regnety_064
1 144 28 28 288 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetv_064
1 288 28 28 288 28 28 3 3 1 1 1 1 1 1 1 1 4 False False,12,regnetv_064 regnety_064
1 288 28 28 576 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetv_064 regnety_064
1 576 28 28 576 14 14 3 3 1 1 1 1 2 2 1 1 8 False False,2,regnetv_064 regnety_064
1 576 1 1 72 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 72 1 1 576 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 576 14 14 576 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,79,regnetv_064 regnety_064 regnety_032
1 288 14 14 576 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetv_064
1 576 14 14 576 14 14 3 3 1 1 1 1 1 1 1 1 8 False False,26,regnetv_064 regnety_064
1 576 14 14 1296 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetv_064 regnety_064
1 1296 14 14 1296 7 7 3 3 1 1 1 1 2 2 1 1 18 False False,2,regnetv_064 regnety_064
1 1296 1 1 144 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 144 1 1 1296 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 1296 7 7 1296 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,6,regnetv_064 regnety_064
1 576 7 7 1296 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetv_064
1 1296 7 7 1296 7 7 3 3 1 1 1 1 1 1 1 1 18 False False,2,regnetv_064 regnety_064
1 1296 1 1 324 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 324 1 1 1296 1 1 1 1 0 0 0 0 1 1 1 1 1 False True,2,regnetv_064 regnety_064
1 24 112 112 24 56 56 3 3 1 1 1 1 2 2 1 1 3 False False,2,regnety_002 regnetx_002
1 32 112 112 24 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnety_002 regnetx_002
1 24 56 56 56 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_002 regnetx_002
1 56 56 56 56 28 28 3 3 1 1 1 1 2 2 1 1 7 False False,2,regnety_002 regnetx_002
1 56 28 28 56 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_002 regnetx_002
1 24 56 56 56 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnety_002 regnetx_002
1 56 28 28 152 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_002 regnetx_002
1 152 28 28 152 14 14 3 3 1 1 1 1 2 2 1 1 19 False False,2,regnety_002 regnetx_002
1 152 14 14 152 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,14,regnety_002 regnetx_002
1 56 28 28 152 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnety_002 regnetx_002
1 152 14 14 152 14 14 3 3 1 1 1 1 1 1 1 1 19 False False,6,regnety_002 regnetx_002
1 152 14 14 368 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnety_002 regnetx_002
1 368 14 14 368 7 7 3 3 1 1 1 1 2 2 1 1 46 False False,2,regnety_002 regnetx_002
1 368 7 7 368 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,26,regnety_002 regnetx_002
1 152 14 14 368 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnety_002 regnetx_002
1 368 7 7 368 7 7 3 3 1 1 1 1 1 1 1 1 46 False False,12,regnety_002 regnetx_002
1 32 112 112 32 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,2,regnetx_004_tv regnetx_004
1 32 112 112 32 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_004_tv regnetx_004
1 64 56 56 64 28 28 3 3 1 1 1 1 2 2 1 1 4 False False,2,regnetx_004_tv regnetx_004
1 32 56 56 64 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_004_tv regnetx_004
1 64 28 28 64 28 28 3 3 1 1 1 1 1 1 1 1 4 False False,2,regnetx_004_tv regnetx_004
1 64 28 28 160 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetx_004_tv regnetx_004
1 160 28 28 160 14 14 3 3 1 1 1 1 2 2 1 1 10 False False,2,regnetx_004_tv regnetx_004
1 160 14 14 160 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,27,tiny_vit_5m_224 regnetx_004_tv regnetx_004
1 64 28 28 160 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_004_tv regnetx_004
1 160 14 14 160 14 14 3 3 1 1 1 1 1 1 1 1 10 False False,12,regnetx_004_tv regnetx_004
1 160 14 14 384 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_004
1 384 14 14 384 7 7 3 3 1 1 1 1 2 2 1 1 24 False False,1,regnetx_004
1 160 14 14 384 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_004
1 384 7 7 384 7 7 3 3 1 1 1 1 1 1 1 1 24 False False,11,regnetx_004
1 160 14 14 400 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_004_tv
1 400 14 14 400 7 7 3 3 1 1 1 1 2 2 1 1 25 False False,1,regnetx_004_tv
1 400 7 7 400 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,23,regnetx_004_tv
1 160 14 14 400 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_004_tv
1 400 7 7 400 7 7 3 3 1 1 1 1 1 1 1 1 25 False False,11,regnetx_004_tv
1 32 112 112 48 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,5,regnety_004 regnetx_006 regnety_016 regnety_006 repghostnet_200
1 48 112 112 48 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,2,regnety_016 regnetx_006
1 32 112 112 48 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,4,regnety_016 regnety_006 regnety_004 regnetx_006
1 96 56 56 96 28 28 3 3 1 1 1 1 2 2 1 1 4 False False,1,regnetx_006
1 48 56 56 96 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,2,repvgg_a0 regnetx_006
1 96 28 28 96 28 28 3 3 1 1 1 1 1 1 1 1 4 False False,2,regnetx_006
1 96 28 28 240 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_006
1 240 28 28 240 14 14 3 3 1 1 1 1 2 2 1 1 10 False False,1,regnetx_006
1 240 14 14 240 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,9,regnetx_006
1 96 28 28 240 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_006
1 240 14 14 240 14 14 3 3 1 1 1 1 1 1 1 1 10 False False,4,regnetx_006
1 240 14 14 528 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_006
1 528 14 14 528 7 7 3 3 1 1 1 1 2 2 1 1 22 False False,1,regnetx_006
1 528 7 7 528 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,13,regnetx_006
1 240 14 14 528 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_006
1 528 7 7 528 7 7 3 3 1 1 1 1 1 1 1 1 22 False False,6,regnetx_006
1 64 112 112 64 56 56 3 3 1 1 1 1 2 2 1 1 4 False False,3,regnety_008 regnety_008_tv regnetx_008
1 32 112 112 64 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,3,regnety_008 regnety_008_tv regnetx_008
1 128 56 56 128 28 28 3 3 1 1 1 1 2 2 1 1 8 False False,2,regnety_008 regnetx_008
1 128 28 28 128 28 28 3 3 1 1 1 1 1 1 1 1 8 False False,4,regnety_008 regnetx_008
1 128 28 28 288 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_008
1 288 14 14 288 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,21,selecsls60b selecsls60 regnetx_008
1 128 28 28 288 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_008
1 288 14 14 288 14 14 3 3 1 1 1 1 1 1 1 1 18 False False,6,regnetx_008
1 288 14 14 672 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_008
1 672 14 14 672 7 7 3 3 1 1 1 1 2 2 1 1 42 False False,1,regnetx_008
1 672 7 7 672 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,9,regnetx_008
1 288 14 14 672 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_008
1 672 7 7 672 7 7 3 3 1 1 1 1 1 1 1 1 42 False False,4,regnetx_008
1 32 112 112 72 112 112 1 1 0 0 0 0 1 1 1 1 1 False False,2,regnetx_016 regnety_032
1 72 112 112 72 56 56 3 3 1 1 1 1 2 2 1 1 3 False False,2,regnetx_016 regnety_032
1 72 56 56 72 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,6,regnetx_016 regnety_032
1 32 112 112 72 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_016 regnety_032
1 72 56 56 72 56 56 3 3 1 1 1 1 1 1 1 1 3 False False,2,regnetx_016 regnety_032
1 72 56 56 168 56 56 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_016
1 168 56 56 168 28 28 3 3 1 1 1 1 2 2 1 1 7 False False,1,regnetx_016
1 168 28 28 168 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,7,regnetx_016
1 72 56 56 168 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_016
1 168 28 28 168 28 28 3 3 1 1 1 1 1 1 1 1 7 False False,3,regnetx_016
1 168 28 28 408 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_016
1 408 28 28 408 14 14 3 3 1 1 1 1 2 2 1 1 17 False False,1,regnetx_016
1 408 14 14 408 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,19,regnetx_016
1 168 28 28 408 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_016
1 408 14 14 408 14 14 3 3 1 1 1 1 1 1 1 1 17 False False,9,regnetx_016
1 408 14 14 912 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_016
1 912 14 14 912 7 7 3 3 1 1 1 1 2 2 1 1 38 False False,1,regnetx_016
1 912 7 7 912 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnetx_016
1 408 14 14 912 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_016
1 912 7 7 912 7 7 3 3 1 1 1 1 1 1 1 1 38 False False,1,regnetx_016
1 96 112 112 96 56 56 3 3 1 1 1 1 2 2 1 1 2 False False,1,regnetx_032
1 32 112 112 96 56 56 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_032
1 96 56 56 96 56 56 3 3 1 1 1 1 1 1 1 1 2 False False,1,regnetx_032
1 192 56 56 192 28 28 3 3 1 1 1 1 2 2 1 1 4 False False,1,regnetx_032
1 96 56 56 192 28 28 1 1 0 0 0 0 2 2 1 1 1 False False,2,regnetx_032 repvgg_a2
1 192 28 28 192 28 28 3 3 1 1 1 1 1 1 1 1 4 False False,9,regnetx_032 resnest50d_1s4x24d
1 192 28 28 432 28 28 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_032
1 432 28 28 432 14 14 3 3 1 1 1 1 2 2 1 1 9 False False,1,regnetx_032
1 432 14 14 432 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,29,regnetx_032
1 192 28 28 432 14 14 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_032
1 432 14 14 432 14 14 3 3 1 1 1 1 1 1 1 1 9 False False,14,regnetx_032
1 432 14 14 1008 14 14 1 1 0 0 0 0 1 1 1 1 1 False False,1,regnetx_032
1 1008 14 14 1008 7 7 3 3 1 1 1 1 2 2 1 1 21 False False,1,regnetx_032
1 1008 7 7 1008 7 7 1 1 0 0 0 0 1 1 1 1 1 False False,3,regnetx_032
1 432 14 14 1008 7 7 1 1 0 0 0 0 2 2 1 1 1 False False,1,regnetx_032
1 1008 7 7 1008 7 7 3 3 1 1 1 1 1 1 1 1 21 False False,1,regnetx_032
